pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_facility,disc_telescope,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,glat,glon,sy_dist,sy_disterr1,sy_disterr2
Kepler-962 b,Kepler-962,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,1.970,0.080,-0.080,0,4.54000,,,0,3.260000,,,0,689,,,0,89.070,,,0,,5478.00,72.81,-55.18,0,0.86,0.02,-0.03,0,0.93,0.03,-0.03,0,-0.261,,,0,11.33630,79.39397,411.4860000,2.3000000,-2.3000000
Kepler-963 b,Kepler-963,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.660,0.300,-0.190,0,7.56000,,,0,2.210000,,,0,802,,,0,89.940,,,0,,5461.00,214.90,-150.82,0,0.87,0.10,-0.06,0,0.91,0.06,-0.06,0,-0.225,,,0,9.88428,78.80407,771.4940000,12.8010000,-12.3970000
Kepler-964 b,Kepler-964,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.120,0.090,-0.070,0,5.14000,,,0,2.960000,,,0,652,,,0,89.520,,,0,,5427.00,78.18,-75.15,0,0.84,0.02,-0.02,0,0.93,0.03,-0.03,0,-0.306,,,0,8.67400,74.29744,454.6260000,4.5565000,-4.5565000
Kepler-965 b,Kepler-965,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,3.380,0.550,-0.390,0,11.40000,,,0,1.620000,,,0,393,,,0,90.000,,,0,,5886.00,79.36,-64.81,0,1.15,0.19,-0.13,0,1.05,0.04,-0.04,0,0.148,0.035,-0.022,0,7.22017,76.66856,582.8280000,6.2790000,-6.1480000
Kepler-966 b,Kepler-966,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,4.130,1.170,-0.580,0,16.00000,,,0,1.250000,,,0,391,,,0,89.320,,,0,,5840.00,113.67,-184.03,0,1.02,0.26,-0.10,0,1.02,0.07,-0.07,0,0.233,,,0,11.99998,83.52260,1027.8000000,21.0100000,-20.1900000
Kepler-967 b,Kepler-967,b,1,2,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.350,0.080,-0.100,0,6.12000,,,0,2.590000,,,0,638,,,0,89.980,,,0,,5178.00,68.70,-79.80,0,0.80,0.03,-0.03,0,0.84,0.03,-0.04,0,-0.718,0.051,-0.058,0,13.78488,69.30269,568.5460000,,
Kepler-967 c,Kepler-967,c,1,2,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,3.650,0.150,-0.130,0,12.90000,,,0,1.460000,,,0,258,,,0,89.990,,,0,,5178.00,68.70,-79.80,0,0.80,0.03,-0.03,0,0.84,0.03,-0.04,0,-0.718,0.051,-0.058,0,13.78488,69.30269,568.5460000,,
Kepler-968 b,Kepler-968,b,1,3,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.000,0.080,-0.080,0,4.66000,,,0,3.200000,,,0,745,,,0,85.880,,,0,,4598.00,37.07,-38.88,0,0.70,0.02,-0.03,0,0.76,0.03,-0.04,0,-0.763,,,0,18.81793,80.34362,290.3240000,1.4480000,-1.4350000
Kepler-968 c,Kepler-968,c,1,3,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,1.690,0.080,-0.070,0,3.50000,,,0,3.980000,,,0,644,,,0,87.700,,,0,,4598.00,37.07,-38.88,0,0.70,0.02,-0.03,0,0.76,0.03,-0.04,0,-0.763,,,0,18.81793,80.34362,290.3240000,1.4480000,-1.4350000
Kepler-969 b,Kepler-969,b,1,2,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.070,0.050,-0.050,0,4.94000,,,0,3.060000,,,0,465,,,0,88.630,,,0,,5214.00,44.63,-40.68,0,0.82,0.01,-0.01,0,0.92,0.02,-0.02,0,-0.389,,,0,16.33314,78.90961,390.3540000,2.5720000,-2.5720000
Kepler-969 c,Kepler-969,c,1,2,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,0.990,0.020,-0.050,0,0.93700,,,0,5.310000,,,0,1270,,,0,82.420,,,0,,5214.00,44.63,-40.68,0,0.82,0.01,-0.01,0,0.92,0.02,-0.02,0,-0.389,,,0,16.33314,78.90961,390.3540000,2.5720000,-2.5720000
Kepler-97 b,Kepler-97,b,1,2,Transit,2014,2014-02,Kepler,0.95 m Kepler Telescope,1.480,0.130,-0.130,0,3.51000,1.90000,-1.90000,0,5.440000,3.480000,-3.480000,0,1328,,,0,87.610,,,0,,5779.00,74.00,-74.00,0,0.98,0.09,-0.09,0,0.94,0.06,-0.06,0,-0.025,0.018,-0.013,0,17.25653,79.35114,400.9070000,3.5520000,-3.4910000
Kepler-97 c,Kepler-97,c,1,2,Radial Velocity,2014,2014-02,W. M. Keck Observatory,10 m Keck I Telescope,,,,,344.00000,,,-1,,,,,,,,,,,,,,5779.00,74.00,-74.00,0,0.98,0.09,-0.09,0,0.94,0.06,-0.06,0,-0.037,0.007,-0.007,0,17.25653,79.35114,400.9070000,3.5520000,-3.4910000
Kepler-970 b,Kepler-970,b,2,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.609,0.265,-0.203,0,7.31000,,,0,2.260000,,,0,464,,,0,88.740,0.770,-0.260,0,,4290.00,70.00,-70.00,0,0.71,0.03,-0.03,0,0.67,0.02,-0.02,0,-0.775,0.025,-0.027,0,12.58685,72.46181,331.5450000,2.4355000,-2.4355000
Kepler-971 b,Kepler-971,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.130,0.220,-0.240,0,5.18000,,,0,2.950000,,,0,1087,,,0,88.990,,,0,,5431.00,86.00,-112.52,0,0.85,0.09,-0.06,0,0.88,0.04,-0.06,0,-0.299,0.029,-0.014,0,16.60734,71.19357,338.5220000,6.7640000,-6.5090000
Kepler-972 b,Kepler-972,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,4.650,1.520,-1.100,0,19.50000,,,0,1.070000,,,0,1060,,,0,81.050,,,0,,6146.00,204.83,-260.44,0,1.22,0.40,-0.20,0,1.15,0.16,-0.12,0,0.191,,,0,9.69390,77.04273,1198.0300000,37.3000000,-35.1500000
Kepler-973 b,Kepler-973,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,1.960,0.080,-0.070,0,4.50000,,,0,3.280000,,,0,402,,,0,89.500,,,0,,5213.00,65.87,-62.75,0,0.78,0.02,-0.02,0,0.86,0.03,-0.03,0,-0.344,0.014,-0.021,0,16.02462,81.29598,328.5200000,4.7200000,-4.5910000
Kepler-974 b,Kepler-974,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,1.570,0.060,-0.290,0,3.09000,,,0,4.390000,,,0,577,,,0,85.090,,,0,,3687.00,38.83,-36.96,0,0.50,0.02,-0.02,0,0.52,0.02,-0.02,0,-1.354,0.091,-0.116,0,15.59932,70.54028,134.3110000,0.4470000,-0.4440000
Kepler-975 b,Kepler-975,b,1,2,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,1.480,0.060,-0.090,0,2.79000,,,0,4.730000,,,0,1599,,,0,79.560,,,0,,4897.00,90.72,-106.80,0,0.75,0.03,-0.03,0,0.80,0.04,-0.04,0,-0.512,,,0,10.98955,70.73595,426.0880000,3.5640000,-3.5640000
Kepler-975 c,Kepler-975,c,1,2,Transit,2023,2023-05,Kepler,0.95 m Kepler Telescope,10.690,6.940,-6.300,0,80.20000,,,0,0.361000,,,0,1168,,,0,85.010,,,0,,4883.00,146.00,-132.00,0,1.67,1.08,-0.98,0,0.95,0.20,-0.14,0,-0.512,,,0,10.98955,70.73595,426.0880000,3.5640000,-3.5640000
Kepler-976 b,Kepler-976,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,3.960,0.290,-0.200,0,14.90000,,,0,1.320000,,,0,324,,,0,89.840,,,0,,5232.00,51.16,-66.39,0,0.83,0.05,-0.04,0,0.87,0.04,-0.04,0,-0.360,,,0,14.92550,78.17734,1012.4100000,34.5700000,-32.3990000
Kepler-977 b,Kepler-977,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.620,0.170,-0.170,0,7.37000,,,0,2.250000,,,0,544,,,0,89.990,,,0,,5315.00,84.55,-105.24,0,0.83,0.06,-0.04,0,0.87,0.04,-0.05,0,-0.476,,,0,11.97106,74.50788,568.7510000,6.4120000,-6.4120000
Kepler-978 b,Kepler-978,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.990,0.670,-0.570,0,9.22000,,,0,1.900000,,,0,546,,,0,87.520,,,0,,6002.00,81.98,-84.89,0,1.09,0.25,-0.12,0,1.07,0.08,-0.07,0,0.143,,,0,15.51824,73.75122,682.5220000,,
Kepler-979 b,Kepler-979,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.720,0.420,-0.230,0,7.85000,,,0,2.140000,,,0,792,,,0,88.230,,,0,,5310.00,205.13,-136.81,0,0.83,0.07,-0.05,0,0.87,0.06,-0.05,0,-0.320,,,0,8.37228,81.27691,576.5030000,7.0565000,-7.0565000
Kepler-98 b,Kepler-98,b,1,1,Transit,2014,2014-02,Kepler,0.95 m Kepler Telescope,1.990,0.220,-0.220,0,3.55000,1.60000,-1.60000,0,2.180000,1.210000,-1.210000,0,1592,,,0,86.470,,,0,,5539.00,73.00,-73.00,0,1.11,0.12,-0.12,0,0.99,0.06,-0.06,0,-0.133,0.012,-0.016,0,14.25314,68.59512,350.3150000,2.9780000,-2.9290000
Kepler-980 b,Kepler-980,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.670,0.230,-0.450,0,7.61000,,,0,2.200000,,,0,845,,,0,88.790,,,0,,5935.00,98.90,-92.58,0,1.06,0.09,-0.07,0,1.05,0.05,-0.04,0,0.262,,,0,11.22776,78.09855,961.4680000,16.6710000,-16.6710000
Kepler-981 b,Kepler-981,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.310,0.300,-0.180,0,5.95000,,,0,2.650000,,,0,1103,,,0,88.320,,,0,,5718.00,78.23,-82.87,0,0.96,0.12,-0.07,0,0.98,0.04,-0.05,0,-0.081,,,0,15.68043,78.87682,878.0820000,14.1885000,-14.1885000
Kepler-982 b,Kepler-982,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.250,0.470,-0.270,0,5.69000,,,0,2.740000,,,0,955,,,0,89.920,,,0,,6139.00,54.99,-62.95,0,1.29,0.27,-0.15,0,1.16,0.07,-0.05,0,0.511,0.029,-0.018,0,15.78425,77.63359,801.4790000,15.3320000,-14.7780000
Kepler-983 b,Kepler-983,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.360,0.070,-0.180,0,6.17000,,,0,2.580000,,,0,485,,,0,88.930,,,0,,6052.00,50.95,-47.66,0,1.08,0.03,-0.03,0,1.13,0.03,-0.02,0,0.150,,,0,17.32725,75.19637,714.4370000,,
Kepler-984 b,Kepler-984,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.120,0.130,-0.110,0,5.14000,,,0,2.960000,,,0,484,,,0,88.070,,,0,,5610.00,94.38,-91.79,0,0.93,0.05,-0.04,0,0.96,0.04,-0.04,0,-0.108,0.013,-0.019,0,10.40755,80.07995,460.1880000,3.2200000,-3.1760000
Kepler-985 b,Kepler-985,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.980,0.140,-0.150,0,9.17000,,,0,1.900000,,,0,323,,,0,89.990,,,0,,5434.00,75.03,-61.79,0,0.85,0.03,-0.03,0,0.91,0.03,-0.04,0,-0.283,,,0,13.64629,75.73922,679.3610000,9.3440000,-9.0970000
Kepler-986 b,Kepler-986,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.360,0.290,-0.190,0,6.17000,,,0,2.580000,,,0,465,,,0,89.990,,,0,,5642.00,74.24,-60.93,0,0.98,0.12,-0.08,0,0.96,0.04,-0.04,0,-0.047,,,0,11.21739,75.62729,548.3640000,5.8855000,-5.8855000
Kepler-987 b,Kepler-987,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,3.260,0.160,-0.120,0,10.70000,,,0,1.700000,,,0,351,,,0,89.990,,,0,,5637.00,69.85,-60.98,0,0.91,0.03,-0.03,0,0.97,0.03,-0.03,0,-0.145,,,0,14.97262,77.47820,914.1260000,17.0010000,-16.4010000
Kepler-988 b,Kepler-988,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.070,0.470,-0.160,0,4.94000,,,0,3.060000,,,0,368,,,0,89.460,,,0,,4005.00,43.58,-41.86,0,0.53,0.02,-0.02,0,0.55,0.02,-0.02,0,-1.047,0.086,-0.107,0,12.50541,74.23269,304.8890000,2.6495000,-2.6495000
Kepler-989 b,Kepler-989,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.210,0.140,-0.130,0,5.52000,,,0,2.810000,,,0,805,,,0,89.730,,,0,,5074.00,52.66,-53.62,0,0.78,0.04,-0.04,0,0.82,0.04,-0.04,0,-0.427,,,0,20.37813,76.53241,491.9780000,4.7200000,-4.6320000
Kepler-99 b,Kepler-99,b,2,1,Transit,2014,2014-02,Kepler,0.95 m Kepler Telescope,1.480,0.080,-0.080,0,6.15000,1.30000,-1.30000,0,10.900000,2.820000,-2.820000,0,810,,,0,89.050,,,0,,4782.00,129.00,-129.00,0,0.73,0.04,-0.04,0,0.79,0.06,-0.06,0,-0.585,0.029,-0.021,0,7.67792,75.71488,208.3690000,1.0420000,-1.0310000
Kepler-990 b,Kepler-990,b,1,2,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.600,0.650,-0.420,0,7.27000,,,0,2.270000,,,0,903,,,0,87.060,,,0,,5948.00,211.07,-213.60,0,1.08,0.27,-0.14,0,1.05,0.12,-0.09,0,-0.050,,,0,10.05477,80.84382,802.1630000,12.3040000,-12.3040000
Kepler-990 c,Kepler-990,c,1,2,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,1.530,0.350,-0.190,0,2.96000,,,0,4.540000,,,0,2386,,,0,82.870,,,0,,5948.00,211.07,-213.60,0,1.08,0.27,-0.14,0,1.05,0.12,-0.09,0,-0.050,,,0,10.05477,80.84382,802.1630000,12.3040000,-12.3040000
Kepler-991 b,Kepler-991,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.540,0.130,-0.120,0,6.99000,,,0,2.340000,,,0,260,,,0,89.990,,,0,,4392.00,55.21,-44.76,0,0.61,0.02,-0.02,0,0.64,0.03,-0.03,0,-0.831,,,0,11.86823,83.02035,389.5610000,3.8510000,-3.7770000
Kepler-992 b,Kepler-992,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,1.620,0.040,-0.270,0,3.26000,,,0,4.210000,,,0,510,,,0,86.390,,,0,,4944.00,43.61,-46.10,0,0.74,0.02,-0.02,0,0.80,0.03,-0.03,0,-0.570,0.017,-0.012,0,18.69367,77.61384,259.6390000,1.0960000,-1.0870000
Kepler-993 b,Kepler-993,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.970,0.180,-0.120,0,9.11000,,,0,1.910000,,,0,352,,,0,89.410,,,0,,3843.00,50.16,-46.25,0,0.54,0.02,-0.02,0,0.57,0.02,-0.02,0,-1.229,0.091,-0.115,0,12.19619,76.83877,324.4230000,4.4905000,-4.4905000
Kepler-994 b,Kepler-994,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,1.600,0.070,-0.270,0,3.19000,,,0,4.280000,,,0,957,,,0,89.800,,,0,,3934.00,38.91,-35.14,0,0.54,0.02,-0.02,0,0.56,0.03,-0.03,0,-1.139,0.087,-0.109,0,15.69417,78.59578,188.1580000,0.7305000,-0.7305000
Kepler-995 b,Kepler-995,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.700,0.190,-0.170,0,7.75000,,,0,2.160000,,,0,517,,,0,89.990,,,0,,5206.00,110.94,-74.71,0,0.80,0.05,-0.05,0,0.83,0.04,-0.05,0,-0.419,,,0,15.46273,69.37390,609.6380000,9.1200000,-8.8590000
Kepler-996 b,Kepler-996,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,1.980,0.630,-0.250,0,4.58000,,,0,3.240000,,,0,1272,,,0,89.020,,,0,,6014.00,114.40,-152.18,0,1.14,0.36,-0.14,0,1.09,0.09,-0.08,0,0.242,,,0,11.39157,73.98536,1216.5800000,28.0800000,-28.0800000
Kepler-997 b,Kepler-997,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,1.360,0.330,-0.260,0,2.42000,,,0,5.290000,,,0,1709,,,0,89.930,,,0,,6150.00,62.57,-54.96,0,1.56,0.37,-0.30,0,1.22,0.15,-0.08,0,0.496,0.021,-0.017,0,16.58282,81.06648,467.5680000,5.7070000,-5.5740000
Kepler-998 b,Kepler-998,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.320,0.610,-0.300,0,5.99000,,,0,2.640000,,,0,1020,,,0,88.770,,,0,,6058.00,104.50,-165.40,0,1.18,0.31,-0.15,0,1.12,0.10,-0.08,0,0.193,,,0,11.86453,82.53844,986.3640000,15.6660000,-15.1970000
Kepler-999 b,Kepler-999,b,1,1,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,2.340,0.650,-0.490,0,6.08000,,,0,2.610000,,,0,1355,,,0,85.770,,,0,,6237.00,104.45,-85.91,0,1.65,0.46,-0.34,0,1.29,0.16,-0.12,0,0.538,0.073,-0.039,0,8.68742,80.84112,545.0630000,8.1970000,-7.9620000
L 168-9 b,L 168-9,b,1,1,Transit,2020,2020-04,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,1.390,0.090,-0.090,0,4.60000,0.56000,-0.56000,0,9.600000,2.400000,-1.800000,0,965,20,-20,0,85.500,0.800,-0.700,0,M1 V,3800.00,70.00,-70.00,0,0.60,0.02,-0.02,0,0.62,0.03,-0.03,0,-1.172,0.015,-0.016,0,-53.55913,321.95595,25.1496000,0.0239000,-0.0239000
L 363-38 b,L 363-38,b,1,1,Radial Velocity,2023,2023-02,Paranal Observatory,8.2 m ESO VLT UT3 Melipal Telescope,2.000,,,0,4.67000,0.43000,-0.43000,0,3.210000,,,0,330,,,0,,,,,,3129.00,6.00,-6.00,0,0.27,,,0,0.21,0.01,-0.01,0,-1.886,,,0,-75.73754,309.05357,10.2295000,0.0086000,-0.0086000
L 98-59 b,L 98-59,b,1,4,Transit,2019,2019-07,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.850,0.061,-0.047,0,0.40000,0.16000,-0.15000,0,3.600000,1.400000,-1.500000,0,627,33,-36,0,87.710,1.160,-0.440,0,M3 V,3415.00,135.00,-135.00,0,0.30,0.03,-0.02,0,0.27,0.03,-0.03,0,-1.948,0.016,-0.016,0,-17.59330,281.81705,10.6194000,0.0032000,-0.0032000
L 98-59 c,L 98-59,c,1,4,Transit,2019,2019-07,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,1.340,0.070,-0.070,0,2.42000,0.35000,-0.34000,0,5.460000,1.230000,-1.050000,0,517,11,-11,0,88.110,0.360,-0.160,0,M3 V,3412.00,49.00,-49.00,0,0.31,0.01,-0.01,0,0.31,0.03,-0.03,0,-1.948,0.016,-0.016,0,-17.59330,281.81705,10.6194000,0.0032000,-0.0032000
L 98-59 d,L 98-59,d,1,4,Transit,2019,2019-07,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,1.580,0.080,-0.080,0,2.31000,0.46000,-0.45000,0,3.170000,0.850000,-0.730000,0,409,8,-8,0,88.449,0.058,-0.111,0,M3 V,3412.00,49.00,-49.00,0,0.31,0.01,-0.01,0,0.31,0.03,-0.03,0,-1.948,0.016,-0.016,0,-17.59330,281.81705,10.6194000,0.0032000,-0.0032000
L 98-59 e,L 98-59,e,1,4,Radial Velocity,2021,2021-09,Multiple Observatories,Multiple Telescopes,1.560,,,0,3.06000,0.33000,-0.37000,0,4.430000,,,0,342,20,-18,0,,,,,M3 V,3415.00,135.00,-135.00,0,0.30,0.03,-0.02,0,0.27,0.03,-0.03,0,-1.948,0.016,-0.016,0,-17.59330,281.81705,10.6194000,0.0032000,-0.0032000
LHS 1140 b,LHS 1140,b,1,2,Transit,2017,2017-04,MEarth Project,0.4 m MEarth Telescope,1.730,0.025,-0.025,0,5.60000,0.19000,-0.19000,0,5.900000,0.300000,-0.300000,0,226,4,-4,0,89.860,0.040,-0.040,0,M4.5 V,3096.00,48.00,-48.00,0,0.22,0.00,0.00,0,0.18,0.00,0.00,0,-2.420,0.033,-0.036,0,-78.05159,115.40542,14.9861000,0.0153000,-0.0152000
LHS 1140 c,LHS 1140,c,1,2,Transit,2018,2019-01,Multiple Observatories,Multiple Telescopes,1.272,0.026,-0.026,0,1.91000,0.06000,-0.06000,0,5.100000,0.400000,-0.400000,0,422,7,-7,0,89.800,0.140,-0.190,0,M4.5 V,3096.00,48.00,-48.00,0,0.22,0.00,0.00,0,0.18,0.00,0.00,0,-2.420,0.033,-0.036,0,-78.05159,115.40542,14.9861000,0.0153000,-0.0152000
LHS 1478 b,LHS 1478,b,1,1,Transit,2021,2021-05,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,1.242,0.051,-0.049,0,2.33000,0.20000,-0.20000,0,6.670000,1.030000,-0.890000,0,595,10,-10,0,87.452,0.052,-0.048,0,m3 V,3381.00,54.00,-54.00,0,0.25,0.01,-0.01,0,0.24,0.01,-0.01,0,-2.146,0.007,-0.007,0,15.48320,130.17165,18.2276000,0.0110000,-0.0110000
LHS 1678 b,LHS 1678,b,2,3,Transit,2021,2022-04,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.685,0.037,-0.035,0,0.35000,,,1,6.000000,,,1,830,,,0,88.530,1.020,-1.140,0,M2.0 V,3490.00,50.00,-50.00,0,0.33,0.01,-0.01,0,0.35,0.01,-0.01,0,-1.839,0.009,-0.009,0,-42.91686,243.29836,19.8782000,0.0094000,-0.0094000
LHS 1678 c,LHS 1678,c,2,3,Transit,2021,2022-04,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.941,0.051,-0.050,0,1.40000,,,1,10.600000,,,1,511,,,0,88.820,0.400,-0.260,0,M2.0 V,3490.00,50.00,-50.00,0,0.33,0.01,-0.01,0,0.35,0.01,-0.01,0,-1.839,0.009,-0.009,0,-42.91686,243.29836,19.8782000,0.0094000,-0.0094000
LHS 1678 d,LHS 1678,d,2,3,Transit,2024,2024-02,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.981,0.070,-0.072,0,0.90700,,,0,5.280000,,,0,463,,,0,88.310,0.140,-0.130,0,M2.0 V,3490.00,50.00,-50.00,0,0.33,0.01,-0.01,0,0.35,0.01,-0.01,0,-1.839,0.009,-0.009,0,-42.91686,243.29836,19.8782000,0.0094000,-0.0094000
LHS 1815 b,LHS 1815,b,1,1,Transit,2020,2020-04,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,1.088,0.064,-0.064,0,1.58000,0.64000,-0.60000,0,6.700000,3.100000,-2.700000,0,617,84,-84,0,88.125,1.113,-1.113,0,M1,3643.00,142.00,-142.00,0,0.50,0.03,-0.03,0,0.50,0.02,-0.02,0,-1.387,0.040,-0.045,0,-28.57122,263.55608,29.8424000,0.0239000,-0.0239000
LHS 3154 b,LHS 3154,b,1,1,Radial Velocity,2023,2023-12,McDonald Observatory,9.2 m Hobby-Eberly Telescope,3.690,,,0,13.15000,0.84000,-0.82000,0,1.440000,,,0,,,,,,,,,M6.5,2861.00,77.00,-77.00,0,0.14,0.00,0.00,0,0.11,0.00,0.00,0,-2.721,0.033,-0.033,0,47.88909,64.96653,15.7606000,0.0180000,-0.0180000
LHS 3844 b,LHS 3844,b,1,1,Transit,2019,2019-02,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,1.303,0.022,-0.022,0,2.25000,,,0,5.590000,,,0,805,20,-20,0,88.500,0.510,-0.510,0,M5,3036.00,77.00,-77.00,0,0.19,0.01,-0.01,0,0.15,0.01,-0.01,0,-2.565,0.060,-0.069,0,-43.90616,318.24947,14.8846000,0.0113000,-0.0113000
LHS 475 b,LHS 475,b,1,1,Transit,2023,2023-08,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,0.991,0.050,-0.050,0,0.94100,,,0,5.310000,,,0,586,12,-12,0,87.194,0.141,-0.137,0,M3.5 V,3300.00,80.00,-30.00,0,0.28,0.00,0.00,0,0.26,,,0,-2.048,0.099,-0.129,0,-27.83616,311.28216,12.4814000,0.0065000,-0.0065000
LP 714-47 b,LP 714-47,b,1,1,Transit,2020,2020-12,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,4.700,0.300,-0.300,0,30.80000,1.50000,-1.50000,0,1.700000,0.300000,-0.300000,0,700,19,-24,0,87.300,0.200,-0.200,0,M0.0 V,3950.00,51.00,-51.00,0,0.58,0.02,-0.02,0,0.59,0.02,-0.02,0,-1.125,0.006,-0.006,0,-39.73420,206.04093,52.6160000,0.1152500,-0.1152500
LP 791-18 b,LP 791-18,b,1,3,Transit,2019,2019-09,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,1.212,0.059,-0.058,0,1.94000,,,0,5.990000,,,0,564,4,-3,0,88.370,0.940,-0.950,0,M(6.1 +/- 0.7) V,2960.00,55.00,-55.00,0,0.18,0.01,-0.01,0,0.14,0.01,-0.01,0,-2.638,0.002,-0.002,0,39.10605,268.56582,26.4927000,0.0640000,-0.0638000
LP 791-18 c,LP 791-18,c,1,3,Transit,2019,2019-09,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,2.438,0.096,-0.096,0,7.10000,0.70000,-0.70000,0,2.690000,,,0,324,2,-2,0,89.780,0.130,-0.130,0,M(6.1 +/- 0.7) V,2960.00,55.00,-55.00,0,0.18,0.01,-0.01,0,0.14,0.01,-0.01,0,-2.638,0.002,-0.002,0,39.10605,268.56582,26.4927000,0.0640000,-0.0638000
LP 791-18 d,LP 791-18,d,1,3,Transit,2023,2023-05,Spitzer Space Telescope,0.85 m Spitzer Space Telescope,1.032,0.044,-0.043,0,0.90000,0.50000,-0.40000,0,4.500000,,,0,396,3,-2,0,89.340,0.410,-0.410,0,M(6.1 +/- 0.7) V,2960.00,55.00,-55.00,0,0.18,0.01,-0.01,0,0.14,0.01,-0.01,0,-2.638,0.002,-0.002,0,39.10605,268.56582,26.4927000,0.0640000,-0.0638000
LP 890-9 b,LP 890-9,b,1,2,Transit,2022,2022-09,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,1.320,0.053,-0.027,0,13.20000,,,1,,,,,396,3,-3,0,89.670,0.220,-0.330,0,M6 V,2850.00,75.00,-75.00,0,0.16,0.01,-0.01,0,0.12,0.00,0.00,0,-2.841,0.011,-0.012,0,-44.94830,226.91411,32.4298000,0.0702000,-0.0699000
