pl_name,hostname,pl_letter,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_facility,disc_telescope,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_lum,st_lumerr1,st_lumerr2,st_lumlim,glat,glon,sy_dist,sy_disterr1,sy_disterr2
Kepler-289 c,Kepler-289,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,11.590,0.190,-0.190,0,132.00000,17.00000,-17.00000,0,0.470000,0.060000,-0.060000,0,394,,,0,89.794,0.017,-0.016,0,,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0,0.061,0.022,-0.023,0,8.38649,77.14669,704.4380000,8.8090000,-8.8090000
Kepler-289 d,Kepler-289,d,1,3,Transit,2014,2014-11,Kepler,0.95 m Kepler Telescope,2.680,0.170,-0.170,0,4.00000,0.90000,-0.90000,0,1.200000,0.300000,-0.300000,0,,,,,89.730,0.200,-0.380,0,,5990.00,38.00,-38.00,0,1.00,0.02,-0.02,0,1.08,0.02,-0.02,0,0.061,0.022,-0.023,0,8.38649,77.14669,704.4380000,8.8090000,-8.8090000
Kepler-29 b,Kepler-29,b,1,2,Transit,2011,2012-05,Kepler,0.95 m Kepler Telescope,2.550,0.120,-0.120,0,5.00000,1.50000,-1.30000,0,1.650000,0.530000,-0.490000,0,777,,,0,89.130,0.450,-0.230,0,,5378.00,60.00,-60.00,0,0.73,0.03,-0.03,0,0.76,0.02,-0.03,0,-0.297,,,0,10.11030,81.52267,832.5320000,26.3765000,-26.3765000
Kepler-29 c,Kepler-29,c,1,2,Transit,2011,2012-05,Kepler,0.95 m Kepler Telescope,2.340,0.120,-0.110,0,4.50000,1.10000,-1.10000,0,1.910000,0.570000,-0.540000,0,715,,,0,89.970,,,0,,5378.00,60.00,-60.00,0,0.73,0.03,-0.03,0,0.76,0.02,-0.03,0,-0.297,,,0,10.11030,81.52267,832.5320000,26.3765000,-26.3765000
Kepler-290 b,Kepler-290,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.250,1.220,-1.220,0,5.69000,,,0,2.740000,,,0,594,,,0,88.860,,,0,,5147.00,200.00,-200.00,0,0.74,0.38,-0.38,0,0.80,0.03,-0.03,0,-0.586,,,0,15.58121,73.31632,694.6270000,14.5180000,-13.9460000
Kepler-290 c,Kepler-290,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.700,1.390,-1.390,0,7.75000,,,0,2.160000,,,0,437,,,0,89.440,,,0,,5147.00,200.00,-200.00,0,0.74,0.38,-0.38,0,0.80,0.03,-0.03,0,-0.586,,,0,15.58121,73.31632,694.6270000,14.5180000,-13.9460000
Kepler-290 d,Kepler-290,d,1,3,Transit,2023,2023-05,Kepler,0.95 m Kepler Telescope,0.860,0.120,-0.070,0,0.56600,,,0,4.890000,,,0,1589,,,0,84.790,,,0,,5142.00,153.00,-153.00,0,0.76,0.10,-0.07,0,0.84,0.07,-0.09,0,-0.586,,,0,15.58121,73.31632,694.6270000,14.5180000,-13.9460000
Kepler-291 b,Kepler-291,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.160,0.940,-0.940,0,5.31000,,,0,2.900000,,,0,1212,,,0,86.200,,,0,,6002.00,200.00,-200.00,0,1.02,0.44,-0.44,0,0.90,0.06,-0.06,0,0.071,,,0,14.46537,73.53715,1786.4800000,115.5000000,-102.5300000
Kepler-291 c,Kepler-291,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.880,0.820,-0.820,0,4.19000,,,0,3.470000,,,0,1035,,,0,88.150,,,0,,6002.00,200.00,-200.00,0,1.02,0.44,-0.44,0,0.90,0.06,-0.06,0,0.071,,,0,14.46537,73.53715,1786.4800000,115.5000000,-102.5300000
Kepler-292 b,Kepler-292,b,1,5,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.320,0.140,-0.140,0,2.30000,,,0,5.500000,,,0,1130,,,0,89.000,,,0,,5299.00,100.00,-100.00,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,-0.337,,,0,9.25750,76.12806,1056.4800000,45.7900000,-42.1900000
Kepler-292 c,Kepler-292,c,1,5,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.470,0.150,-0.150,0,2.76000,,,0,4.770000,,,0,1001,,,0,88.250,,,0,,5299.00,100.00,-100.00,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,-0.337,,,0,9.25750,76.12806,1056.4800000,45.7900000,-42.1900000
Kepler-292 d,Kepler-292,d,1,5,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.230,0.210,-0.210,0,5.60000,,,0,2.770000,,,0,808,,,0,89.000,,,0,,5299.00,100.00,-100.00,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,-0.337,,,0,9.25750,76.12806,1056.4800000,45.7900000,-42.1900000
Kepler-292 e,Kepler-292,e,1,5,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.670,0.350,-0.350,0,7.61000,,,0,2.200000,,,0,678,,,0,89.830,,,0,,5299.00,100.00,-100.00,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,-0.337,,,0,9.25750,76.12806,1056.4800000,45.7900000,-42.1900000
Kepler-292 f,Kepler-292,f,1,5,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.350,0.220,-0.220,0,6.12000,,,0,2.590000,,,0,563,,,0,89.560,,,0,,5299.00,100.00,-100.00,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,-0.337,,,0,9.25750,76.12806,1056.4800000,45.7900000,-42.1900000
Kepler-293 b,Kepler-293,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,3.070,1.300,-1.300,0,9.64000,,,0,1.830000,,,0,657,,,0,88.860,,,0,,5804.00,200.00,-200.00,0,0.96,0.40,-0.40,0,0.94,0.04,-0.04,0,-0.233,,,0,15.51005,73.03773,974.6330000,23.2820000,-22.2380000
Kepler-293 c,Kepler-293,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,3.830,1.630,-1.630,0,14.00000,,,0,1.370000,,,0,466,,,0,88.780,,,0,,5804.00,200.00,-200.00,0,0.96,0.40,-0.40,0,0.94,0.04,-0.04,0,-0.233,,,0,15.51005,73.03773,974.6330000,23.2820000,-22.2380000
Kepler-294 b,Kepler-294,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.770,0.830,-0.830,0,3.78000,,,0,3.750000,,,0,1087,,,0,89.090,,,0,,5913.00,200.00,-200.00,0,0.98,0.46,-0.46,0,0.95,0.04,-0.04,0,-0.148,,,0,16.23218,76.83914,1357.0100000,60.0000000,-55.2000000
Kepler-294 c,Kepler-294,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.710,1.270,-1.270,0,7.80000,,,0,2.150000,,,0,895,,,0,89.610,,,0,,5913.00,200.00,-200.00,0,0.98,0.46,-0.46,0,0.95,0.04,-0.04,0,-0.148,,,0,16.23218,76.83914,1357.0100000,60.0000000,-55.2000000
Kepler-295 b,Kepler-295,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.220,0.640,-0.640,0,1.98000,,,0,5.990000,,,0,741,,,0,77.820,,,0,,5603.00,200.00,-200.00,0,0.90,0.47,-0.47,0,0.89,0.04,-0.04,0,0.629,0.046,-0.051,0,17.29955,75.61222,1699.1900000,73.3200000,-67.6100000
Kepler-295 c,Kepler-295,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.170,0.620,-0.620,0,1.71000,,,0,5.870000,,,0,621,,,0,86.200,,,0,,5603.00,200.00,-200.00,0,0.90,0.47,-0.47,0,0.89,0.04,-0.04,0,0.629,0.046,-0.051,0,17.29955,75.61222,1699.1900000,73.3200000,-67.6100000
Kepler-295 d,Kepler-295,d,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.360,0.720,-0.720,0,2.42000,,,0,5.290000,,,0,533,,,0,85.870,,,0,,5603.00,200.00,-200.00,0,0.90,0.47,-0.47,0,0.89,0.04,-0.04,0,0.629,0.046,-0.051,0,17.29955,75.61222,1699.1900000,73.3200000,-67.6100000
Kepler-296 b,Kepler-296,b,2,5,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.610,0.290,-0.270,0,3.22000,,,0,3.000000,,,0,495,26,-26,0,88.580,,,0,M2 V,3740.00,130.00,-130.00,0,0.48,0.07,-0.09,0,0.50,0.07,-0.09,0,-1.509,0.077,-0.093,0,18.01445,79.90117,167.0000000,21.4280000,-20.2470000
Kepler-296 c,Kepler-296,c,2,5,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.000,0.330,-0.320,0,4.66000,,,0,1.200000,,,0,606,32,-32,0,89.940,,,0,M2 V,3740.00,130.00,-130.00,0,0.48,0.07,-0.09,0,0.50,0.07,-0.09,0,-1.509,0.077,-0.093,0,18.01445,79.90117,167.0000000,21.4280000,-20.2470000
Kepler-296 d,Kepler-296,d,2,5,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.090,0.330,-0.320,0,5.02000,,,0,1.900000,,,0,403,22,-22,0,89.770,,,0,M2 V,3740.00,130.00,-130.00,0,0.48,0.07,-0.09,0,0.50,0.07,-0.09,0,-1.509,0.077,-0.093,0,18.01445,79.90117,167.0000000,21.4280000,-20.2470000
Kepler-296 e,Kepler-296,e,2,5,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.530,0.270,-0.250,0,2.96000,,,0,4.100000,,,0,337,18,-18,0,89.890,0.110,-0.260,0,M2 V,3740.00,130.00,-130.00,0,0.48,0.07,-0.09,0,0.50,0.07,-0.09,0,-1.569,0.113,-0.070,0,18.01445,79.90117,167.0000000,21.4280000,-20.2470000
Kepler-296 f,Kepler-296,f,2,5,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.800,0.310,-0.300,0,3.89000,,,0,3.200000,,,0,274,15,-15,0,89.950,0.050,-0.120,0,M2 V,3740.00,130.00,-130.00,0,0.48,0.07,-0.09,0,0.50,0.07,-0.09,0,-1.569,0.113,-0.070,0,18.01445,79.90117,167.0000000,21.4280000,-20.2470000
Kepler-297 b,Kepler-297,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.870,0.520,-0.520,0,48.50000,11.20000,-7.00000,0,11.300000,,,0,509,,,0,89.970,,,0,,5619.00,100.00,-100.00,0,0.92,0.17,-0.17,0,0.98,0.04,-0.05,0,-0.096,,,0,19.83985,78.46058,692.1400000,8.0830000,-7.9010000
Kepler-297 c,Kepler-297,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,6.540,1.180,-1.180,0,42.10000,14.10000,-9.30000,0,0.827000,,,0,409,,,0,89.470,,,0,,5619.00,100.00,-100.00,0,0.92,0.17,-0.17,0,0.98,0.04,-0.05,0,-0.096,,,0,19.83985,78.46058,692.1400000,8.0830000,-7.9010000
Kepler-297 d,Kepler-297,d,1,3,Transit,2023,2023-05,Kepler,0.95 m Kepler Telescope,32.600,3.600,-2.940,0,89700.00000,,,0,14.200000,,,0,325,,,0,89.400,,,0,,5618.00,112.00,-112.00,0,0.90,0.10,-0.08,0,0.85,0.06,-0.05,0,-0.096,,,0,19.83985,78.46058,692.1400000,8.0830000,-7.9010000
Kepler-298 b,Kepler-298,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.960,0.100,-0.100,0,4.50000,,,0,3.280000,,,0,540,,,0,88.610,,,0,,4465.00,100.00,-100.00,0,0.58,0.03,-0.03,0,0.66,0.01,-0.01,0,-0.733,,,0,19.96081,78.47034,518.2040000,7.0400000,-6.8570000
Kepler-298 c,Kepler-298,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.930,0.220,-0.220,0,4.38000,,,0,3.350000,,,0,416,,,0,89.150,,,0,,4465.00,100.00,-100.00,0,0.58,0.03,-0.03,0,0.66,0.01,-0.01,0,-0.733,,,0,19.96081,78.47034,518.2040000,7.0400000,-6.8570000
Kepler-298 d,Kepler-298,d,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.500,0.200,-0.200,0,6.80000,,,0,2.390000,,,0,277,,,0,89.570,,,0,,4465.00,100.00,-100.00,0,0.58,0.03,-0.03,0,0.66,0.01,-0.01,0,-0.733,,,0,19.96081,78.47034,518.2040000,7.0400000,-6.8570000
Kepler-299 b,Kepler-299,b,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.320,0.270,-0.270,0,2.30000,,,0,5.500000,,,0,1258,,,0,89.720,,,0,,5617.00,112.00,-112.00,0,1.03,0.21,-0.21,0,0.95,0.03,-0.04,0,-0.044,,,0,19.77727,78.26193,1052.2400000,26.7600000,-25.4800000
Kepler-299 c,Kepler-299,c,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.650,0.630,-0.630,0,7.51000,,,0,2.220000,,,0,946,,,0,78.690,,,0,,5617.00,112.00,-112.00,0,1.03,0.21,-0.21,0,0.95,0.03,-0.04,0,-0.044,,,0,19.77727,78.26193,1052.2400000,26.7600000,-25.4800000
Kepler-299 d,Kepler-299,d,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.860,0.380,-0.380,0,4.12000,,,0,3.520000,,,0,729,,,0,89.200,,,0,,5617.00,112.00,-112.00,0,1.03,0.21,-0.21,0,0.95,0.03,-0.04,0,-0.044,,,0,19.77727,78.26193,1052.2400000,26.7600000,-25.4800000
Kepler-299 e,Kepler-299,e,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.870,0.390,-0.390,0,4.16000,,,0,3.500000,,,0,534,,,0,89.850,,,0,,5617.00,112.00,-112.00,0,1.03,0.21,-0.21,0,0.95,0.03,-0.04,0,-0.044,,,0,19.77727,78.26193,1052.2400000,26.7600000,-25.4800000
Kepler-30 b,Kepler-30,b,1,3,Transit,2012,2012-07,Kepler,0.95 m Kepler Telescope,3.900,0.200,-0.200,0,11.30000,1.40000,-1.40000,0,1.020000,0.130000,-0.130000,0,524,,,0,90.179,0.167,-0.167,0,,5498.00,54.00,-54.00,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,-0.237,,,0,14.91329,69.40712,914.2210000,27.0815000,-27.0815000
Kepler-30 c,Kepler-30,c,1,3,Transit,2012,2012-07,Kepler,0.95 m Kepler Telescope,12.300,0.400,-0.400,0,640.00000,50.00000,-50.00000,0,1.880000,0.170000,-0.170000,0,411,,,0,90.323,0.030,-0.030,0,,5498.00,54.00,-54.00,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,-0.237,,,0,14.91329,69.40712,914.2210000,27.0815000,-27.0815000
Kepler-30 d,Kepler-30,d,1,3,Transit,2012,2012-07,Kepler,0.95 m Kepler Telescope,8.800,0.500,-0.500,0,23.10000,2.70000,-2.70000,0,0.190000,0.020000,-0.020000,0,308,,,0,89.841,0.020,-0.020,0,,5498.00,54.00,-54.00,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,-0.237,,,0,14.91329,69.40712,914.2210000,27.0815000,-27.0815000
Kepler-300 b,Kepler-300,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.670,0.760,-0.760,0,3.43000,,,0,4.050000,,,0,812,,,0,84.300,,,0,,5986.00,200.00,-200.00,0,0.90,0.41,-0.41,0,1.07,0.09,-0.07,0,0.340,,,0,12.43657,81.53022,1098.4500000,19.8400000,-19.1600000
Kepler-300 c,Kepler-300,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.250,1.040,-1.040,0,5.69000,,,0,2.740000,,,0,516,,,0,88.740,,,0,,5986.00,200.00,-200.00,0,0.90,0.41,-0.41,0,1.07,0.09,-0.07,0,0.340,,,0,12.43657,81.53022,1098.4500000,19.8400000,-19.1600000
Kepler-301 b,Kepler-301,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.350,0.720,-0.720,0,2.39000,,,0,5.340000,,,0,1278,,,0,89.940,,,0,,5815.00,200.00,-200.00,0,0.90,0.48,-0.48,0,0.98,0.05,-0.06,0,-0.080,,,0,19.50898,79.09376,719.1660000,10.3705000,-10.3705000
Kepler-301 c,Kepler-301,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.350,0.720,-0.720,0,2.39000,,,0,5.340000,,,0,989,,,0,87.990,,,0,,5815.00,200.00,-200.00,0,0.90,0.48,-0.48,0,0.98,0.05,-0.06,0,-0.080,,,0,19.50898,79.09376,719.1660000,10.3705000,-10.3705000
Kepler-301 d,Kepler-301,d,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.750,0.940,-0.940,0,3.71000,,,0,3.800000,,,0,725,,,0,89.210,,,0,,5815.00,200.00,-200.00,0,0.90,0.48,-0.48,0,0.98,0.05,-0.06,0,-0.080,,,0,19.50898,79.09376,719.1660000,10.3705000,-10.3705000
Kepler-302 b,Kepler-302,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,4.060,0.850,-0.850,0,15.50000,,,0,1.270000,,,0,634,,,0,89.980,,,0,,5740.00,107.00,-107.00,0,1.22,0.25,-0.25,0,1.02,0.04,-0.04,0,0.049,,,0,10.75802,76.70486,1402.5800000,56.9800000,-56.9800000
Kepler-302 c,Kepler-302,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,12.450,2.540,-2.540,0,,,,,,,,,392,,,0,89.510,,,0,,5740.00,107.00,-107.00,0,1.22,0.25,-0.25,0,1.02,0.04,-0.04,0,0.049,,,0,10.75802,76.70486,1402.5800000,56.9800000,-56.9800000
Kepler-303 b,Kepler-303,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,0.890,0.050,-0.050,0,0.64000,,,0,4.990000,,,0,802,,,0,89.410,,,0,M0 V,3944.00,150.00,-150.00,0,0.48,0.03,-0.03,0,0.57,0.02,-0.02,0,-1.066,0.052,-0.059,0,18.16052,73.34339,209.7380000,0.9345000,-0.9345000
Kepler-303 c,Kepler-303,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.140,0.090,-0.090,0,1.55000,,,0,5.750000,,,0,521,,,0,88.380,,,0,M0 V,3944.00,150.00,-150.00,0,0.48,0.03,-0.03,0,0.57,0.02,-0.02,0,-1.066,0.052,-0.059,0,18.16052,73.34339,209.7380000,0.9345000,-0.9345000
Kepler-304 b,Kepler-304,b,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.860,0.210,-0.210,0,8.55000,,,0,2.010000,,,0,875,,,0,88.890,,,0,,4731.00,100.00,-100.00,0,0.69,0.04,-0.04,0,0.80,0.02,-0.03,0,-0.662,,,0,9.24910,73.98630,434.6840000,5.2950000,-5.1710000
Kepler-304 c,Kepler-304,c,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.170,0.150,-0.150,0,5.35000,,,0,2.880000,,,0,746,,,0,88.470,,,0,,4731.00,100.00,-100.00,0,0.69,0.04,-0.04,0,0.80,0.02,-0.03,0,-0.662,,,0,9.24910,73.98630,434.6840000,5.2950000,-5.1710000
Kepler-304 d,Kepler-304,d,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.750,0.210,-0.210,0,8.00000,,,0,2.110000,,,0,611,,,0,89.670,,,0,,4731.00,100.00,-100.00,0,0.69,0.04,-0.04,0,0.80,0.02,-0.03,0,-0.662,,,0,9.24910,73.98630,434.6840000,5.2950000,-5.1710000
Kepler-304 e,Kepler-304,e,1,4,Transit,2016,2016-05,Kepler,0.95 m Kepler Telescope,1.200,0.060,-0.030,0,1.87000,,,0,5.950000,,,0,1137,,,0,87.540,,,0,,4817.00,68.10,-46.95,0,0.73,0.01,-0.02,0,0.80,0.02,-0.03,0,-0.662,,,0,9.24910,73.98630,434.6840000,5.2950000,-5.1710000
Kepler-305 b,Kepler-305,b,1,4,Transit,2013,2014-02,Kepler,0.95 m Kepler Telescope,3.600,0.900,-0.360,0,10.50000,2.60000,-2.00000,0,1.240000,,,0,836,,,0,84.980,,,0,,5117.00,91.45,-91.30,0,0.80,0.20,-0.08,0,0.76,0.13,-0.06,0,-0.423,,,0,5.97338,75.59975,868.4770000,26.6400000,-25.1260000
Kepler-305 c,Kepler-305,c,1,4,Transit,2013,2014-02,Kepler,0.95 m Kepler Telescope,3.300,0.820,-0.330,0,6.00000,2.40000,-2.20000,0,0.917000,,,0,728,,,0,83.450,,,0,,5117.00,91.45,-91.30,0,0.80,0.20,-0.08,0,0.76,0.13,-0.06,0,-0.423,,,0,5.97338,75.59975,868.4770000,26.6400000,-25.1260000
Kepler-305 d,Kepler-305,d,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.710,0.410,-0.410,0,9.10000,6.10000,-3.80000,0,2.500000,1.800000,-1.100000,0,576,,,0,89.270,,,0,,5100.00,100.00,-100.00,0,0.79,0.05,-0.05,0,0.85,0.03,-0.04,0,-0.423,,,0,5.97338,75.59975,868.4770000,26.6400000,-25.1260000
Kepler-305 e,Kepler-305,e,1,4,Transit,2020,2021-07,Kepler,0.95 m Kepler Telescope,1.794,,,0,3.87000,,,0,3.680000,,,0,1000,,,0,87.100,,,0,,4974.00,123.00,-123.00,0,0.83,,,0,0.82,,,0,-0.423,,,0,5.97338,75.59975,868.4770000,26.6400000,-25.1260000
Kepler-306 b,Kepler-306,b,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.520,0.100,-0.100,0,2.92000,,,0,4.570000,,,0,830,,,0,83.180,,,0,,4954.00,100.00,-100.00,0,0.72,0.04,-0.04,0,0.81,0.03,-0.03,0,-0.469,,,0,13.29617,72.02081,775.6790000,18.8810000,-18.0200000
Kepler-306 c,Kepler-306,c,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.350,0.190,-0.190,0,6.12000,,,0,2.590000,,,0,716,,,0,88.290,,,0,,4954.00,100.00,-100.00,0,0.72,0.04,-0.04,0,0.81,0.03,-0.03,0,-0.469,,,0,13.29617,72.02081,775.6790000,18.8810000,-18.0200000
Kepler-306 d,Kepler-306,d,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.470,0.240,-0.240,0,6.66000,,,0,2.430000,,,0,535,,,0,88.000,,,0,,4954.00,100.00,-100.00,0,0.72,0.04,-0.04,0,0.81,0.03,-0.03,0,-0.469,,,0,13.29617,72.02081,775.6790000,18.8810000,-18.0200000
Kepler-306 e,Kepler-306,e,1,4,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.270,0.150,-0.150,0,5.77000,,,0,2.710000,,,0,390,,,0,88.500,,,0,,4954.00,100.00,-100.00,0,0.72,0.04,-0.04,0,0.81,0.03,-0.03,0,-0.469,,,0,13.29617,72.02081,775.6790000,18.8810000,-18.0200000
Kepler-307 b,Kepler-307,b,1,2,Transit,2013,2014-02,Kepler,0.95 m Kepler Telescope,2.430,0.090,-0.090,0,7.44000,0.91000,-0.87000,0,2.620000,0.380000,-0.340000,0,797,,,0,88.230,,,0,,5367.00,94.00,-94.00,0,0.81,0.02,-0.02,0,0.91,0.03,-0.03,0,-0.122,,,0,6.95002,75.10988,575.5810000,5.2610000,-5.1670000
Kepler-307 c,Kepler-307,c,1,2,Transit,2013,2014-02,Kepler,0.95 m Kepler Telescope,2.200,0.070,-0.070,0,3.64000,0.65000,-0.58000,0,1.740000,0.300000,-0.300000,0,739,,,0,88.370,,,0,,5367.00,94.00,-94.00,0,0.81,0.02,-0.02,0,0.91,0.03,-0.03,0,-0.122,,,0,6.95002,75.10988,575.5810000,5.2610000,-5.1670000
Kepler-308 b,Kepler-308,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.120,1.020,-1.020,0,5.14000,,,0,2.960000,,,0,833,,,0,89.360,,,0,,5895.00,200.00,-200.00,0,0.94,0.45,-0.45,0,0.92,0.06,-0.05,0,-0.116,,,0,8.29409,74.37222,1335.9200000,76.9800000,-69.1500000
Kepler-308 c,Kepler-308,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.160,1.040,-1.040,0,5.31000,,,0,2.900000,,,0,714,,,0,89.970,,,0,,5895.00,200.00,-200.00,0,0.94,0.45,-0.45,0,0.92,0.06,-0.05,0,-0.116,,,0,8.29409,74.37222,1335.9200000,76.9800000,-69.1500000
Kepler-309 b,Kepler-309,b,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.560,0.140,-0.140,0,3.05000,,,0,4.410000,,,0,531,,,0,89.850,,,0,M0 V,4713.00,100.00,-100.00,0,0.72,0.04,-0.04,0,0.67,0.02,-0.02,0,-0.574,,,0,10.34936,80.77053,544.5680000,5.8740000,-5.8740000
Kepler-309 c,Kepler-309,c,1,2,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,2.510,0.180,-0.180,0,6.85000,,,0,2.380000,,,0,204,,,0,89.710,,,0,M0 V,4713.00,100.00,-100.00,0,0.72,0.04,-0.04,0,0.67,0.02,-0.02,0,-0.574,,,0,10.34936,80.77053,544.5680000,5.8740000,-5.8740000
Kepler-31 b,Kepler-31,b,1,3,Transit,2011,2012-05,Kepler,0.95 m Kepler Telescope,5.500,1.100,-1.100,0,25.90000,,,0,0.855000,,,0,781,,,0,89.880,,,0,,6340.00,200.00,-200.00,0,1.22,0.24,-0.24,0,1.21,0.17,-0.17,0,0.301,,,0,11.95710,78.62698,1664.6400000,64.3400000,-64.3400000
Kepler-31 c,Kepler-31,c,1,3,Transit,2011,2012-05,Kepler,0.95 m Kepler Telescope,5.300,1.100,-1.100,0,1493.70000,,,1,,,,,615,,,0,89.850,,,0,,6340.00,200.00,-200.00,0,1.22,0.24,-0.24,0,1.21,0.17,-0.17,0,0.301,,,0,11.95710,78.62698,1664.6400000,64.3400000,-64.3400000
Kepler-31 d,Kepler-31,d,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,3.900,0.800,-0.800,0,2161.24400,,,1,,,,,484,,,0,89.890,,,0,,6340.00,200.00,-200.00,0,1.22,0.24,-0.24,0,1.21,0.17,-0.17,0,0.301,,,0,11.95710,78.62698,1664.6400000,64.3400000,-64.3400000
Kepler-310 b,Kepler-310,b,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,1.190,0.560,-0.560,0,1.81000,,,0,5.900000,,,0,665,,,0,87.460,,,0,,5797.00,200.00,-200.00,0,0.88,0.41,-0.41,0,0.91,0.04,-0.05,0,-0.239,,,0,15.67408,78.12992,602.2680000,7.0310000,-6.8730000
Kepler-310 c,Kepler-310,c,1,3,Transit,2014,2014-03,Kepler,0.95 m Kepler Telescope,3.380,1.580,-1.580,0,11.40000,,,0,1.620000,,,0,417,,,0,88.810,,,0,,5797.00,200.00,-200.00,0,0.88,0.41,-0.41,0,0.91,0.04,-0.05,0,-0.239,,,0,15.67408,78.12992,602.2680000,7.0310000,-6.8730000
